C001036,PERSONNEL COMPENSATION,237322.24000000002
C001036,PRINTING AND REPRODUCTION,430.1
C001036,"RENT, COMMUNICATION, UTILITIES",29502.51000000001
C001036,SUPPLIES AND MATERIALS,2954.27
C001036,TRAVEL,11918.130000000001
C001037,EQUIPMENT,2594.57
C001037,FRANKED MAIL,76.25
C001037,OTHER SERVICES,10844.88
C001037,PERSONNEL COMPENSATION,251289.86
C001037,PRINTING AND REPRODUCTION,167.4
C001037,"RENT, COMMUNICATION, UTILITIES",34801.97
C001037,SUPPLIES AND MATERIALS,15363.410000000002
C001037,TRAVEL,2200.43
C001038,EQUIPMENT,9400.96
C001038,FRANKED MAIL,681.6500000000001
C001038,OTHER SERVICES,6436.25
C001038,PERSONNEL COMPENSATION,230191.62000000002
C001038,PRINTING AND REPRODUCTION,799.5500000000001
C001038,"RENT, COMMUNICATION, UTILITIES",36626.85000000001
C001038,SUPPLIES AND MATERIALS,6328.929999999999
C001038,TRAVEL,4355.040000000001
C001045,EQUIPMENT,1176.0
C001045,FRANKED MAIL,3398.9100000000003
C001045,OTHER SERVICES,6637.16
C001045,PERSONNEL COMPENSATION,243887.93000000002
C001045,PRINTING AND REPRODUCTION,683.75
C001045,"RENT, COMMUNICATION, UTILITIES",12834.159999999998
C001045,SUPPLIES AND MATERIALS,19484.87
C001045,TRAVEL,4264.84
C001046,"RENT, COMMUNICATION, UTILITIES",-130.26
C001048,EQUIPMENT,651.0
C001048,FRANKED MAIL,32413.31
C001048,OTHER SERVICES,25853.43
C001048,PERSONNEL COMPENSATION,185034.11
C001048,PRINTING AND REPRODUCTION,1167.4500000000003
C001048,"RENT, COMMUNICATION, UTILITIES",30339.640000000003
C001048,SUPPLIES AND MATERIALS,15553.94
C001048,TRAVEL,6193.650000000001
C001049,EQUIPMENT,4417.0
C001049,FRANKED MAIL,3376.51
C001049,OTHER SERVICES,27825.769999999997
C001049,PERSONNEL COMPENSATION,238499.99999999997
C001049,PRINTING AND REPRODUCTION,2185.42
C001049,"RENT, COMMUNICATION, UTILITIES",29932.820000000007
C001049,SUPPLIES AND MATERIALS,5429.51
C001049,TRAVEL,5749.2699999999995
C001051,EQUIPMENT,792.0
C001051,FRANKED MAIL,32775.73
C001051,OTHER SERVICES,9420.0
C001051,PERSONNEL COMPENSATION,245858.28000000003
C001051,PRINTING AND REPRODUCTION,16662.070000000003
C001051,"RENT, COMMUNICATION, UTILITIES",19748.289999999997
C001051,SUPPLIES AND MATERIALS,4476.22
C001051,TRAVEL,17479.760000000002
C001053,EQUIPMENT,669.5999999999999
C001053,FRANKED MAIL,2125.2799999999997
C001053,OTHER SERVICES,5450.0
C001053,PERSONNEL COMPENSATION,236530.05000000002
C001053,PRINTING AND REPRODUCTION,124.15
C001053,"RENT, COMMUNICATION, UTILITIES",29632.289999999997
C001053,SUPPLIES AND MATERIALS,3843.739999999999
C001053,TRAVEL,11233.189999999999
C001059,EQUIPMENT,444.0
C001059,FRANKED MAIL,717.47
C001059,OTHER SERVICES,18798.75
C001059,PERSONNEL COMPENSATION,237698.18999999994
C001059,PRINTING AND REPRODUCTION,484.07000000000005
C001059,"RENT, COMMUNICATION, UTILITIES",37388.72
